414, 111, 4.42270531401, 213, 20, 77, 109, 28, 31, 14, 29, 95, 0, 0.75
346, 121, 4.85260115607, 179, 23, 55, 109, 22, 27, 8, 26, 43, 0, 0.75
455, 148, 4.55164835165, 222, 11, 87, 131, 25, 28, 37, 34, 96, 0, 0.833333333333
272, 66, 4.48897058824, 126, 3, 54, 76, 21, 20, 16, 21, 39, 0, 0.666666666667
408, 110, 4.45098039216, 156, 13, 79, 107, 24, 12, 24, 28, 66, 0, 0.833333333333
533, 154, 4.5722326454, 258, 20, 85, 156, 37, 29, 28, 22, 74, 0, 1.0
230, 77, 4.8347826087, 146, 25, 51, 79, 14, 10, 2, 22, 28, 0, 0.666666666667
243, 88, 4.86419753086, 124, 5, 43, 78, 24, 14, 20, 8, 33, 0, 0.666666666667
357, 113, 4.58543417367, 201, 35, 73, 98, 26, 19, 18, 30, 70, 0, 0.75
516, 144, 4.53682170543, 277, 10, 96, 130, 50, 32, 22, 31, 93, 0, 0.833333333333
322, 69, 3.98136645963, 157, 8, 51, 62, 22, 24, 14, 18, 57, 0, 0.666666666667
442, 121, 4.68099547511, 190, 26, 76, 114, 45, 30, 16, 13, 44, 0, 0.75
148, 57, 5.02702702703, 103, 5, 29, 44, 7, 10, 11, 9, 28, 0, 0.5
324, 67, 4.22222222222, 151, 7, 66, 71, 20, 22, 10, 20, 45, 0, 0.666666666667
317, 66, 3.99684542587, 114, 3, 59, 65, 21, 25, 1, 5, 13, 0, 0.666666666667
250, 60, 4.196, 124, 9, 42, 52, 16, 18, 0, 6, 12, 0, 0.666666666667
252, 64, 4.31746031746, 132, 13, 47, 73, 7, 14, 20, 12, 38, 0, 0.666666666667
347, 81, 4.21325648415, 201, 49, 75, 99, 15, 20, 3, 23, 31, 0, 0.666666666667
315, 91, 4.46666666667, 169, 6, 60, 77, 23, 16, 11, 21, 49, 0, 0.666666666667
382, 104, 4.4109947644, 204, 15, 82, 97, 25, 28, 17, 20, 48, 0, 0.833333333333
324, 55, 3.81790123457, 169, 8, 56, 81, 17, 15, 11, 23, 38, 0, 0.666666666667
251, 79, 4.74900398406, 145, 22, 35, 88, 16, 10, 11, 19, 61, 0, 0.666666666667
269, 83, 4.71747211896, 145, 6, 51, 80, 23, 8, 12, 23, 45, 0, 0.666666666667
421, 87, 4.10451306413, 186, 11, 72, 102, 34, 22, 19, 29, 74, 0, 0.833333333333
429, 154, 4.85314685315, 217, 17, 73, 132, 28, 29, 31, 29, 89, 0, 0.833333333333
292, 76, 4.29452054795, 125, 10, 54, 88, 15, 13, 7, 17, 27, 0, 0.666666666667
386, 122, 4.59585492228, 189, 5, 73, 105, 24, 31, 24, 25, 76, 0, 0.666666666667
374, 59, 3.87165775401, 141, 13, 84, 69, 12, 24, 2, 16, 35, 0, 0.666666666667
460, 103, 4.13260869565, 174, 11, 108, 102, 20, 19, 8, 28, 43, 0, 0.666666666667
332, 94, 4.40060240964, 137, 5, 75, 93, 22, 13, 8, 22, 35, 0, 0.666666666667
112, 18, 4.17857142857, 68, 5, 26, 30, 5, 4, 1, 2, 6, 0, 0.416666666667
405, 93, 4.24938271605, 183, 6, 78, 102, 28, 22, 1, 22, 32, 0, 0.75
125, 35, 4.8, 80, 5, 25, 47, 4, 4, 2, 16, 27, 0, 0.5
314, 103, 4.64968152866, 185, 8, 52, 97, 23, 18, 22, 21, 58, 0, 0.833333333333
243, 68, 4.60082304527, 120, 8, 45, 53, 13, 25, 7, 16, 27, 0, 0.666666666667
480, 147, 4.50416666667, 198, 36, 79, 155, 34, 22, 23, 33, 74, 0, 0.916666666667
393, 112, 4.36641221374, 188, 7, 57, 109, 26, 27, 6, 28, 43, 0, 0.666666666667
511, 150, 4.45596868885, 250, 9, 90, 143, 33, 30, 29, 29, 82, 0, 0.833333333333
118, 30, 4.39830508475, 90, 8, 23, 30, 7, 9, 6, 8, 27, 0, 0.416666666667
378, 75, 3.90211640212, 150, 14, 71, 96, 28, 18, 5, 27, 39, 0, 0.666666666667
509, 86, 3.93713163065, 210, 7, 91, 112, 24, 23, 16, 25, 74, 0, 0.833333333333
407, 141, 4.63144963145, 197, 12, 73, 107, 31, 23, 19, 22, 68, 0, 0.833333333333
712, 192, 4.46488764045, 296, 41, 138, 209, 39, 51, 45, 35, 132, 0, 0.916666666667
345, 103, 4.44347826087, 150, 11, 74, 94, 18, 29, 3, 27, 53, 0, 0.666666666667
388, 108, 4.52577319588, 210, 8, 72, 99, 35, 22, 7, 26, 50, 0, 0.75
375, 91, 4.47466666667, 180, 13, 77, 84, 24, 26, 8, 27, 39, 0, 0.666666666667
497, 93, 4.09255533199, 194, 10, 99, 91, 23, 44, 3, 26, 31, 0, 0.833333333333
363, 99, 4.41597796143, 176, 8, 69, 107, 14, 20, 12, 24, 62, 0, 0.833333333333
539, 151, 4.41372912801, 302, 24, 89, 150, 44, 43, 30, 33, 119, 0, 0.833333333333
355, 111, 4.62253521127, 193, 11, 61, 108, 28, 14, 24, 24, 61, 0, 0.833333333333
279, 75, 4.54480286738, 146, 2, 56, 76, 14, 17, 5, 23, 33, 0, 0.666666666667
150, 58, 4.96, 74, 1, 26, 46, 12, 4, 8, 9, 20, 0, 0.5
161, 37, 4.14285714286, 95, 3, 33, 41, 14, 7, 2, 8, 15, 0, 0.5
377, 127, 4.68169761273, 198, 16, 71, 116, 33, 17, 15, 22, 43, 0, 0.75
190, 35, 3.97894736842, 98, 6, 36, 37, 14, 16, 1, 11, 17, 0, 0.5
265, 56, 3.93962264151, 123, 1, 54, 85, 9, 9, 5, 20, 31, 0, 0.583333333333
315, 48, 3.78095238095, 127, 11, 71, 70, 11, 21, 8, 20, 30, 0, 0.666666666667
296, 87, 4.60135135135, 173, 23, 48, 92, 17, 18, 9, 12, 41, 0, 0.666666666667
533, 184, 4.93996247655, 247, 29, 89, 190, 35, 32, 15, 27, 90, 0, 0.833333333333
398, 101, 4.17587939698, 188, 19, 79, 93, 23, 17, 8, 20, 34, 0, 0.666666666667
505, 120, 4.18415841584, 236, 11, 107, 112, 21, 40, 45, 34, 115, 0, 0.833333333333
329, 70, 4.0547112462, 182, 8, 47, 93, 19, 17, 3, 24, 46, 0, 0.666666666667
378, 89, 4.27777777778, 188, 7, 66, 101, 20, 36, 10, 18, 56, 0, 0.75
397, 108, 4.58438287154, 230, 49, 85, 121, 23, 20, 17, 34, 88, 0, 0.833333333333
205, 51, 4.45365853659, 118, 4, 35, 56, 11, 18, 6, 17, 29, 0, 0.5
405, 132, 4.67407407407, 205, 7, 80, 123, 22, 19, 23, 27, 108, 0, 0.75
419, 101, 4.16706443914, 186, 9, 62, 134, 19, 22, 21, 11, 56, 0, 0.666666666667
328, 85, 4.3506097561, 152, 16, 63, 93, 18, 23, 4, 20, 43, 0, 0.666666666667
524, 124, 4.24427480916, 253, 13, 104, 120, 30, 41, 19, 41, 83, 0, 1.0
239, 64, 4.53138075314, 121, 2, 42, 69, 9, 14, 9, 16, 38, 0, 0.666666666667
352, 102, 4.49147727273, 164, 10, 70, 108, 26, 17, 9, 27, 50, 0, 0.75
270, 85, 4.46666666667, 124, 14, 62, 70, 11, 16, 24, 10, 65, 0, 0.666666666667
271, 60, 4.15129151292, 154, 15, 51, 71, 16, 24, 4, 19, 35, 0, 0.666666666667
443, 122, 4.23927765237, 196, 10, 83, 110, 24, 28, 15, 26, 62, 0, 0.75
270, 74, 4.48518518519, 152, 9, 52, 71, 18, 20, 6, 23, 37, 0, 0.666666666667
517, 159, 4.58800773694, 278, 13, 98, 135, 38, 37, 42, 33, 126, 0, 1.0
192, 61, 4.86458333333, 135, 54, 22, 78, 17, 5, 6, 9, 19, 0, 0.583333333333
399, 103, 4.335839599, 171, 2, 70, 96, 26, 25, 12, 31, 54, 0, 0.666666666667
297, 73, 4.18855218855, 146, 13, 56, 68, 22, 20, 10, 19, 32, 0, 0.583333333333
198, 30, 3.82828282828, 113, 24, 42, 49, 9, 7, 4, 10, 19, 0, 0.5
307, 87, 4.47231270358, 162, 9, 65, 78, 9, 18, 7, 17, 38, 0, 0.666666666667
328, 85, 4.18292682927, 161, 11, 54, 88, 30, 23, 3, 13, 25, 0, 0.75
438, 137, 4.52739726027, 151, 8, 81, 105, 25, 54, 9, 21, 32, 0, 0.75
245, 65, 4.41632653061, 150, 11, 41, 90, 8, 10, 15, 19, 49, 0, 0.666666666667
235, 58, 4.45531914894, 132, 16, 42, 62, 12, 13, 6, 12, 35, 0, 0.75
416, 100, 4.26201923077, 180, 6, 83, 112, 17, 18, 23, 24, 84, 0, 0.75
630, 116, 3.87142857143, 221, 9, 131, 132, 28, 30, 18, 33, 60, 0, 0.916666666667
349, 63, 3.94842406877, 157, 15, 69, 85, 24, 16, 5, 14, 23, 0, 0.583333333333
167, 38, 4.17365269461, 90, 8, 35, 35, 8, 5, 0, 7, 7, 0, 0.583333333333
640, 154, 4.39375, 288, 11, 125, 170, 37, 36, 25, 37, 89, 0, 0.916666666667
394, 99, 4.33248730964, 196, 5, 64, 99, 27, 28, 33, 19, 77, 0, 0.666666666667
480, 106, 4.06875, 187, 17, 101, 116, 27, 33, 9, 38, 57, 0, 0.75
311, 83, 4.55305466238, 138, 10, 54, 89, 28, 20, 19, 23, 76, 0, 0.75
297, 84, 4.50168350168, 163, 7, 51, 82, 23, 26, 17, 19, 56, 0, 0.833333333333
552, 125, 4.22644927536, 241, 8, 101, 121, 38, 39, 25, 27, 60, 0, 0.75
401, 107, 4.35910224439, 175, 11, 66, 98, 23, 30, 5, 24, 42, 0, 0.75
230, 53, 4.0, 112, 12, 44, 68, 18, 15, 2, 12, 40, 0, 0.5
556, 131, 4.03956834532, 258, 23, 98, 137, 21, 42, 16, 31, 72, 0, 0.833333333333
325, 75, 4.14769230769, 172, 11, 66, 80, 16, 23, 13, 23, 41, 0, 0.666666666667
273, 59, 4.24908424908, 152, 2, 43, 66, 18, 17, 11, 15, 46, 0, 0.666666666667
419, 111, 4.15990453461, 164, 6, 88, 103, 25, 13, 4, 20, 41, 0, 0.666666666667
519, 144, 4.5105973025, 218, 5, 91, 124, 38, 46, 20, 26, 53, 0, 0.916666666667
425, 110, 4.37647058824, 224, 11, 85, 101, 30, 26, 29, 25, 83, 0, 0.75
309, 82, 4.29126213592, 161, 9, 60, 80, 22, 21, 1, 29, 36, 0, 0.583333333333
441, 111, 4.36961451247, 184, 22, 94, 125, 21, 23, 27, 25, 63, 0, 0.75
288, 52, 3.95833333333, 129, 3, 62, 58, 15, 17, 3, 11, 23, 0, 0.666666666667
512, 150, 4.57421875, 243, 17, 101, 158, 30, 19, 16, 29, 66, 0, 0.833333333333
367, 102, 4.51771117166, 166, 18, 66, 101, 22, 21, 6, 16, 43, 0, 0.666666666667
382, 98, 4.33507853403, 227, 10, 61, 105, 27, 25, 20, 31, 83, 0, 0.916666666667
380, 116, 4.68684210526, 184, 14, 66, 104, 25, 21, 43, 18, 98, 0, 0.916666666667
434, 147, 4.79262672811, 233, 9, 85, 125, 27, 28, 24, 17, 74, 0, 0.833333333333
261, 70, 4.54022988506, 144, 7, 54, 58, 13, 19, 7, 14, 30, 0, 0.666666666667
387, 95, 4.25839793282, 201, 11, 74, 103, 15, 33, 18, 15, 58, 0, 0.75
390, 67, 4.0641025641, 165, 12, 93, 83, 27, 20, 12, 26, 42, 0, 0.666666666667
319, 70, 4.09404388715, 148, 12, 60, 65, 12, 23, 13, 20, 41, 0, 0.666666666667
500, 125, 4.364, 242, 20, 83, 146, 39, 28, 42, 24, 111, 0, 0.833333333333
272, 76, 4.35661764706, 144, 6, 52, 70, 21, 20, 1, 11, 37, 0, 0.666666666667
372, 90, 4.42741935484, 179, 21, 60, 101, 19, 26, 13, 21, 69, 0, 0.75
389, 122, 4.78920308483, 194, 10, 69, 121, 33, 29, 21, 26, 57, 0, 0.916666666667
260, 69, 4.32692307692, 133, 9, 53, 66, 17, 17, 3, 16, 25, 0, 0.666666666667
407, 99, 4.28746928747, 205, 8, 66, 100, 24, 29, 22, 21, 62, 0, 0.75
300, 94, 4.67, 163, 10, 55, 82, 22, 15, 12, 21, 37, 0, 0.666666666667
432, 135, 4.68055555556, 204, 10, 68, 139, 29, 15, 16, 30, 57, 0, 0.833333333333
374, 96, 4.32085561497, 187, 9, 60, 104, 29, 28, 9, 31, 69, 0, 0.833333333333
213, 61, 4.38497652582, 95, 1, 35, 54, 13, 16, 6, 14, 42, 0, 0.583333333333
302, 92, 4.57947019868, 152, 10, 45, 87, 16, 14, 11, 15, 46, 0, 0.666666666667
221, 38, 3.90950226244, 122, 7, 49, 46, 7, 14, 3, 11, 18, 0, 0.5
304, 72, 4.16776315789, 140, 12, 64, 70, 19, 14, 8, 15, 27, 0, 0.666666666667
536, 139, 4.17910447761, 281, 13, 99, 125, 28, 41, 25, 27, 77, 0, 0.916666666667
60, 17, 4.25, 48, 1, 9, 20, 4, 1, 2, 3, 13, 0, 0.333333333333
510, 144, 4.45490196078, 249, 24, 97, 127, 29, 31, 19, 28, 107, 0, 1.0
343, 85, 4.34110787172, 160, 22, 61, 90, 13, 32, 8, 26, 36, 0, 0.666666666667
393, 110, 4.43511450382, 204, 8, 76, 104, 27, 23, 21, 18, 58, 0, 0.833333333333
534, 163, 4.67602996255, 272, 6, 89, 137, 48, 50, 28, 28, 64, 0, 0.916666666667
430, 133, 4.62790697674, 225, 16, 74, 125, 31, 18, 29, 26, 74, 0, 0.916666666667
511, 144, 4.48727984344, 255, 16, 99, 154, 21, 23, 19, 34, 79, 0, 0.916666666667
231, 68, 4.23376623377, 107, 8, 45, 60, 17, 10, 4, 17, 43, 0, 0.666666666667
446, 97, 4.16816143498, 189, 31, 85, 110, 18, 28, 5, 26, 55, 0, 0.833333333333
346, 101, 4.64450867052, 174, 16, 63, 104, 20, 16, 20, 24, 47, 0, 0.833333333333
494, 112, 4.08704453441, 172, 14, 106, 118, 17, 20, 6, 23, 60, 0, 0.833333333333
463, 153, 4.60043196544, 209, 31, 69, 140, 30, 18, 25, 29, 64, 0, 0.75
377, 89, 4.33156498674, 138, 6, 70, 89, 32, 16, 8, 26, 40, 0, 0.666666666667
328, 81, 4.21646341463, 126, 3, 62, 85, 28, 17, 12, 20, 41, 0, 0.666666666667
462, 106, 4.25324675325, 241, 12, 92, 122, 19, 34, 26, 34, 114, 0, 0.666666666667
328, 83, 4.37195121951, 182, 10, 66, 95, 21, 15, 20, 28, 88, 0, 0.75
563, 188, 4.78863232682, 252, 25, 97, 171, 38, 24, 27, 42, 90, 0, 0.833333333333
434, 111, 4.34792626728, 212, 10, 79, 117, 35, 32, 27, 24, 84, 0, 0.833333333333
491, 129, 4.28513238289, 193, 24, 91, 120, 29, 30, 3, 23, 89, 0, 0.75
463, 98, 4.07559395248, 179, 9, 84, 101, 28, 25, 31, 25, 102, 0, 0.833333333333
447, 114, 4.35346756152, 202, 15, 94, 102, 24, 17, 17, 28, 53, 0, 0.666666666667
332, 87, 4.46686746988, 191, 4, 66, 85, 17, 25, 10, 21, 64, 0, 0.75
126, 19, 3.84920634921, 62, 12, 32, 24, 2, 6, 3, 2, 8, 0, 0.5
382, 98, 4.32460732984, 194, 24, 82, 94, 22, 28, 3, 12, 39, 0, 0.75
355, 117, 4.87323943662, 164, 39, 62, 103, 28, 25, 10, 17, 60, 0, 0.833333333333
346, 81, 4.14739884393, 157, 5, 64, 81, 17, 18, 16, 26, 51, 0, 0.75
223, 50, 3.93721973094, 102, 9, 56, 61, 9, 8, 5, 19, 37, 0, 0.583333333333
358, 100, 4.46927374302, 199, 13, 63, 97, 31, 23, 7, 14, 37, 0, 0.75
414, 127, 4.72222222222, 217, 10, 70, 119, 40, 22, 26, 22, 58, 0, 0.833333333333
527, 159, 4.65654648956, 236, 6, 96, 147, 39, 23, 44, 29, 93, 0, 0.75
484, 156, 4.75619834711, 210, 18, 106, 138, 33, 22, 16, 32, 61, 0, 0.833333333333
389, 95, 4.39588688946, 166, 30, 72, 103, 25, 32, 6, 19, 36, 0, 0.666666666667
347, 109, 4.62247838617, 188, 4, 60, 97, 18, 24, 26, 26, 81, 0, 0.75
321, 80, 4.25856697819, 182, 10, 64, 88, 21, 18, 11, 12, 28, 0, 0.666666666667
508, 138, 4.38582677165, 262, 18, 100, 139, 43, 21, 21, 26, 89, 0, 1.0
312, 72, 4.33333333333, 146, 9, 64, 82, 12, 14, 9, 12, 44, 0, 0.666666666667
406, 104, 4.21674876847, 182, 3, 78, 92, 30, 23, 3, 23, 39, 0, 0.833333333333
327, 98, 4.47706422018, 160, 12, 64, 92, 16, 16, 14, 20, 38, 0, 0.666666666667
392, 92, 4.19387755102, 181, 9, 73, 84, 34, 41, 31, 15, 54, 0, 0.75
637, 222, 4.80847723705, 298, 10, 109, 189, 47, 40, 36, 41, 108, 0, 0.833333333333
396, 77, 3.90909090909, 147, 2, 74, 91, 35, 22, 5, 26, 39, 0, 0.5
341, 67, 4.24340175953, 175, 17, 74, 93, 21, 14, 1, 30, 35, 0, 0.666666666667
352, 69, 3.90056818182, 132, 16, 74, 82, 16, 21, 5, 18, 32, 0, 0.666666666667
607, 173, 4.5881383855, 239, 17, 130, 165, 27, 28, 23, 33, 121, 0, 0.916666666667
469, 133, 4.37953091684, 249, 7, 82, 119, 32, 30, 33, 29, 76, 0, 0.833333333333
270, 70, 4.32222222222, 166, 19, 50, 79, 8, 20, 4, 20, 48, 0, 0.666666666667
357, 98, 4.45378151261, 167, 14, 61, 100, 15, 29, 19, 25, 89, 0, 0.75
685, 166, 4.13430656934, 265, 37, 136, 168, 40, 42, 3, 45, 73, 0, 0.833333333333
329, 79, 4.22188449848, 172, 16, 68, 79, 22, 23, 11, 16, 46, 0, 0.75
517, 143, 4.55125725338, 273, 2, 94, 127, 37, 27, 20, 33, 90, 0, 0.916666666667
274, 97, 5.00364963504, 176, 12, 48, 86, 27, 24, 17, 23, 52, 0, 0.833333333333
208, 46, 4.07692307692, 102, 5, 43, 54, 2, 10, 2, 9, 22, 0, 0.666666666667
500, 133, 4.43, 228, 11, 108, 122, 33, 26, 19, 22, 70, 0, 0.916666666667
345, 108, 4.79710144928, 186, 17, 66, 99, 28, 27, 17, 27, 55, 0, 0.75
276, 74, 4.31884057971, 137, 10, 48, 77, 17, 12, 10, 14, 28, 0, 0.666666666667
447, 140, 4.52796420582, 203, 12, 73, 150, 23, 19, 20, 26, 67, 0, 0.75
351, 99, 4.50712250712, 171, 10, 78, 98, 23, 22, 11, 25, 51, 0, 0.75
413, 100, 4.22276029056, 213, 37, 75, 117, 17, 22, 19, 17, 61, 0, 0.833333333333
648, 166, 4.39197530864, 281, 14, 107, 161, 63, 44, 45, 27, 132, 0, 1.0
257, 41, 3.98054474708, 132, 5, 61, 55, 17, 14, 2, 12, 22, 0, 0.583333333333
307, 64, 4.05537459283, 153, 14, 56, 82, 15, 13, 4, 14, 35, 0, 0.666666666667
260, 53, 4.08076923077, 151, 14, 44, 69, 11, 20, 3, 15, 26, 0, 0.666666666667
385, 108, 4.16623376623, 142, 10, 79, 94, 15, 29, 8, 26, 56, 0, 0.666666666667
353, 99, 4.60623229462, 175, 29, 71, 103, 19, 20, 5, 33, 41, 0, 0.75
219, 65, 4.52511415525, 97, 6, 44, 63, 6, 6, 7, 10, 23, 0, 0.583333333333
127, 28, 4.02362204724, 60, 5, 26, 35, 4, 5, 0, 10, 10, 0, 0.416666666667
237, 80, 4.59071729958, 117, 2, 43, 72, 11, 8, 5, 19, 54, 0, 0.666666666667
217, 34, 3.82488479263, 96, 7, 42, 42, 8, 20, 9, 13, 25, 0, 0.5
265, 82, 4.45660377358, 176, 9, 47, 78, 14, 19, 18, 18, 52, 0, 0.666666666667
247, 82, 4.59109311741, 146, 7, 53, 58, 23, 20, 12, 16, 39, 0, 0.666666666667
193, 64, 4.59585492228, 108, 8, 38, 47, 13, 11, 4, 7, 18, 0, 0.583333333333
8, 2, 4.75, 8, 0, 2, 3, 1, 0, 1, 1, 4, 0, 0.166666666667
176, 42, 4.38068181818, 107, 9, 34, 43, 8, 14, 6, 10, 27, 0, 0.5
536, 141, 4.39365671642, 221, 19, 98, 140, 28, 32, 8, 44, 59, 0, 0.833333333333
457, 125, 4.50984682713, 207, 33, 81, 127, 40, 23, 42, 25, 103, 0, 0.833333333333
262, 74, 4.32061068702, 159, 9, 49, 73, 15, 15, 10, 9, 22, 0, 0.666666666667
583, 203, 4.83533447684, 255, 13, 110, 154, 47, 36, 53, 24, 103, 0, 0.916666666667
425, 127, 4.61647058824, 231, 9, 80, 137, 22, 29, 16, 24, 82, 0, 0.75
351, 67, 4.11965811966, 183, 11, 76, 76, 15, 31, 16, 24, 64, 0, 0.666666666667
339, 98, 4.4808259587, 168, 9, 59, 91, 26, 15, 15, 17, 42, 0, 0.666666666667
302, 92, 4.69205298013, 156, 3, 66, 97, 19, 26, 18, 21, 48, 0, 0.75
226, 62, 4.58849557522, 132, 10, 41, 64, 9, 18, 15, 14, 53, 0, 0.666666666667
588, 175, 4.57653061224, 284, 19, 102, 164, 42, 29, 36, 27, 107, 0, 0.833333333333
315, 82, 4.32063492063, 157, 8, 57, 86, 17, 20, 23, 20, 53, 0, 0.666666666667
430, 134, 4.57674418605, 183, 16, 94, 112, 39, 29, 22, 26, 100, 0, 0.833333333333
261, 89, 4.65900383142, 145, 5, 59, 68, 17, 12, 16, 18, 55, 0, 0.666666666667
403, 106, 4.20843672457, 202, 17, 88, 88, 21, 22, 6, 9, 21, 0, 0.583333333333
158, 24, 3.58227848101, 64, 9, 35, 41, 4, 7, 0, 5, 6, 0, 0.333333333333
442, 130, 4.38461538462, 183, 38, 90, 139, 22, 18, 6, 17, 41, 0, 0.666666666667
443, 134, 4.6546275395, 236, 26, 69, 143, 23, 26, 19, 21, 69, 0, 0.833333333333
463, 114, 4.20518358531, 216, 10, 90, 115, 25, 19, 25, 27, 64, 0, 0.916666666667
463, 105, 4.15334773218, 205, 16, 82, 113, 23, 22, 14, 27, 52, 0, 0.75
291, 76, 4.46391752577, 149, 10, 47, 68, 21, 19, 25, 12, 66, 0, 0.833333333333
452, 124, 4.32300884956, 218, 10, 77, 120, 28, 45, 14, 35, 76, 0, 0.833333333333
244, 66, 4.40983606557, 134, 9, 53, 66, 12, 13, 10, 17, 38, 0, 0.583333333333
473, 129, 4.45454545455, 214, 12, 102, 94, 31, 19, 14, 28, 76, 0, 0.916666666667
238, 50, 4.31932773109, 123, 10, 44, 59, 23, 11, 10, 13, 40, 0, 0.666666666667
585, 200, 4.85641025641, 271, 17, 96, 179, 49, 18, 18, 37, 103, 0, 0.916666666667
429, 90, 3.95337995338, 180, 12, 76, 101, 27, 17, 18, 21, 56, 0, 0.833333333333
310, 102, 4.67741935484, 179, 3, 58, 84, 27, 24, 16, 16, 42, 0, 0.666666666667
274, 61, 4.18248175182, 156, 7, 55, 75, 12, 9, 6, 18, 32, 0, 0.583333333333
301, 80, 4.55813953488, 166, 21, 55, 71, 24, 35, 13, 20, 40, 0, 0.666666666667
421, 99, 4.25178147268, 183, 9, 75, 95, 34, 36, 19, 22, 44, 0, 0.833333333333
527, 127, 4.29411764706, 238, 20, 96, 129, 40, 45, 18, 20, 69, 0, 1.0
381, 103, 4.45669291339, 156, 6, 74, 97, 26, 21, 2, 28, 32, 0, 0.666666666667
